data,sku,cod_filial,filial,unidade,demanda,faturamento,num_transacoes,clientes_unicos
2024-03-14,16923,101042,SHOPPING,KG,1.746,87.11,18,18
2024-03-15,16923,101042,SHOPPING,KG,2.056,105.89,18,18
2024-03-16,16923,101042,SHOPPING,KG,2.07,106.61,24,24
2024-03-17,16923,101042,SHOPPING,KG,0.969,49.92,11,11
2024-03-18,16923,101042,SHOPPING,KG,1.162,59.86,13,13
2024-03-19,16923,101042,SHOPPING,KG,1.77,91.18,18,18
2024-03-20,16923,101042,SHOPPING,KG,0.7789999999999999,40.13,8,8
2024-03-21,16923,101042,SHOPPING,KG,1.481,76.26,17,17
2024-03-22,16923,101042,SHOPPING,KG,1.313,67.61,17,17
2024-03-23,16923,101042,SHOPPING,KG,1.94,99.93,21,21
2024-03-24,16923,101042,SHOPPING,KG,1.384,71.27,10,10
2024-03-25,16923,101042,SHOPPING,KG,2.068,106.5,20,20
2024-03-26,16923,101042,SHOPPING,KG,2.104,108.34,22,22
2024-03-27,16923,101042,SHOPPING,KG,1.853,95.42,20,20
2024-03-28,16923,101042,SHOPPING,KG,4.008,205.81,34,34
2024-03-29,16923,101042,SHOPPING,KG,1.736,89.39,13,13
2024-03-30,16923,101042,SHOPPING,KG,2.441,125.72,25,25
2024-03-31,16923,101042,SHOPPING,KG,0.294,15.129999999999999,4,4
2024-04-01,16923,101042,SHOPPING,KG,1.309,67.41,15,15
2024-04-02,16923,101042,SHOPPING,KG,1.845,95.02,21,21
2024-04-03,16923,101042,SHOPPING,KG,1.982,102.07000000000001,23,23
2024-04-04,16923,101042,SHOPPING,KG,2.568,132.28,22,22
2024-04-05,16923,101042,SHOPPING,KG,3.884,200.03,31,31
2024-04-06,16923,101042,SHOPPING,KG,3.412,175.42000000000002,36,36
2024-04-07,16923,101042,SHOPPING,KG,1.092,55.95,10,10
2024-04-08,16923,101042,SHOPPING,KG,3.616,186.25,31,31
2024-04-09,16923,101042,SHOPPING,KG,2.625,135.17,18,18
2024-04-10,16923,101042,SHOPPING,KG,1.677,86.39,16,16
2024-04-11,16923,101042,SHOPPING,KG,2.002,103.12,20,20
2024-04-12,16923,101042,SHOPPING,KG,1.1360000000000001,58.53,13,13
2024-04-13,16923,101042,SHOPPING,KG,2.909,149.43,27,27
2024-04-14,16923,101042,SHOPPING,KG,1.5010000000000001,77.3,12,12
2024-04-15,16923,101042,SHOPPING,KG,1.818,93.63,19,19
2024-04-16,16923,101042,SHOPPING,KG,1.133,58.36,13,13
2024-04-17,16923,101042,SHOPPING,KG,1.484,76.45,14,14
2024-04-18,16923,101042,SHOPPING,KG,1.799,92.64,18,18
2024-04-19,16923,101042,SHOPPING,KG,1.407,72.46000000000001,15,15
2024-04-20,16923,101042,SHOPPING,KG,3.372,173.65,31,31
2024-04-21,16923,101042,SHOPPING,KG,1.7810000000000001,91.72,16,16
2024-04-22,16923,101042,SHOPPING,KG,2.625,135.20000000000002,23,23
2024-04-23,16923,101042,SHOPPING,KG,1.086,55.94,8,8
2024-04-24,16923,101042,SHOPPING,KG,1.862,95.88,17,17
2024-04-25,16923,101042,SHOPPING,KG,1.508,77.64,15,15
2024-04-26,16923,101042,SHOPPING,KG,1.148,59.120000000000005,14,14
2024-04-27,16923,101042,SHOPPING,KG,1.6079999999999999,82.83,15,15
2024-04-28,16923,101042,SHOPPING,KG,0.75,38.629999999999995,9,9
2024-04-29,16923,101042,SHOPPING,KG,2.6959999999999997,138.65,22,22
2024-04-30,16923,101042,SHOPPING,KG,2.767,142.51,28,27
2024-05-01,16923,101042,SHOPPING,KG,2.387,122.94,23,23
2024-05-02,16923,101042,SHOPPING,KG,2.2800000000000002,117.4,21,21
2024-05-03,16923,101042,SHOPPING,KG,2.786,143.49,25,25
2024-05-04,16923,101042,SHOPPING,KG,3.57,183.85,35,35
2024-05-05,16923,101042,SHOPPING,KG,1.649,84.93,15,15
2024-05-06,16923,101042,SHOPPING,KG,1.9460000000000002,100.21000000000001,17,17
2024-05-07,16923,101042,SHOPPING,KG,1.6199999999999999,83.45,19,19
2024-05-08,16923,101042,SHOPPING,KG,2.564,132.03,24,24
2024-05-09,16923,101042,SHOPPING,KG,2.439,125.61999999999999,21,21
2024-05-10,16923,101042,SHOPPING,KG,2.66,136.99,26,26
2024-05-11,16923,101042,SHOPPING,KG,2.928,150.77,26,26
2024-05-12,16923,101042,SHOPPING,KG,1.322,68.09,11,11
2024-05-13,16923,101042,SHOPPING,KG,1.094,56.35,15,15
2024-05-14,16923,101042,SHOPPING,KG,1.942,100.02,18,18
2024-05-15,16923,101042,SHOPPING,KG,1.768,91.06,20,20
2024-05-16,16923,101042,SHOPPING,KG,1.336,68.8,14,14
2024-05-17,16923,101042,SHOPPING,KG,3.109,160.12,28,28
2024-05-18,16923,101042,SHOPPING,KG,1.443,74.3,15,15
2024-05-19,16923,101042,SHOPPING,KG,0.9,46.36,8,8
2024-05-20,16923,101042,SHOPPING,KG,1.7069999999999999,87.93,16,16
2024-05-21,16923,101042,SHOPPING,KG,0.577,29.71,6,6
2024-05-22,16923,101042,SHOPPING,KG,1.658,85.39,20,20
2024-05-23,16923,101042,SHOPPING,KG,2.963,152.60999999999999,30,30
2024-05-24,16923,101042,SHOPPING,KG,1.924,99.09,16,16
2024-05-25,16923,101042,SHOPPING,KG,2.463,126.85000000000001,24,24
2024-05-26,16923,101042,SHOPPING,KG,0.994,51.2,9,9
2024-05-27,16923,101042,SHOPPING,KG,1.152,59.34,13,13
2024-05-28,16923,101042,SHOPPING,KG,2.052,105.69,20,20
2024-05-29,16923,101042,SHOPPING,KG,1.803,92.86,19,19
2024-05-30,16923,101042,SHOPPING,KG,1.9080000000000001,98.28,19,19
2024-05-31,16923,101042,SHOPPING,KG,2.618,134.81,25,25
2024-06-01,16923,101042,SHOPPING,KG,1.6219999999999999,83.53,19,19
2024-06-02,16923,101042,SHOPPING,KG,0.964,49.64,9,9
2024-06-03,16923,101042,SHOPPING,KG,1.728,89.0,19,19
2024-06-04,16923,101042,SHOPPING,KG,2.211,113.86,22,22
2024-06-05,16923,101042,SHOPPING,KG,2.162,111.35,25,25
2024-06-06,16923,101042,SHOPPING,KG,3.479,179.18,30,29
2024-06-07,16923,101042,SHOPPING,KG,2.743,141.26,24,24
2024-06-08,16923,101042,SHOPPING,KG,1.9989999999999999,102.92,23,23
2024-06-09,16923,101042,SHOPPING,KG,0.788,40.6,9,9
2024-06-10,16923,101042,SHOPPING,KG,2.719,140.05,24,24
2024-06-11,16923,101042,SHOPPING,KG,2.16,111.25,19,19
2024-06-12,16923,101042,SHOPPING,KG,1.27,65.42,16,16
2024-06-13,16923,101042,SHOPPING,KG,0.971,50.0,13,13
2024-06-14,16923,101042,SHOPPING,KG,2.628,135.29,24,24
2024-06-15,16923,101042,SHOPPING,KG,2.4779999999999998,127.17,28,28
2024-06-16,16923,101042,SHOPPING,KG,0.866,44.6,9,9
2024-06-17,16923,101042,SHOPPING,KG,1.5170000000000001,77.11,17,17
2024-06-18,16923,101042,SHOPPING,KG,1.8279999999999998,91.53999999999999,18,18
2024-06-19,16923,101042,SHOPPING,KG,2.585,129.37,23,23
2024-06-20,16923,101042,SHOPPING,KG,2.09,105.47,22,22
2024-06-21,16923,101042,SHOPPING,KG,0.8220000000000001,42.33,9,9
2024-06-22,16923,101042,SHOPPING,KG,3.313,166.33,30,30
2024-06-23,16923,101042,SHOPPING,KG,0.806,41.5,9,9
2024-06-24,16923,101042,SHOPPING,KG,2.406,123.82000000000001,22,22
2024-06-25,16923,101042,SHOPPING,KG,1.741,89.67,17,17
2024-06-26,16923,101042,SHOPPING,KG,2.559,131.81,23,23
2024-06-27,16923,101042,SHOPPING,KG,2.06,106.09,21,21
2024-06-28,16923,101042,SHOPPING,KG,1.8940000000000001,97.55,21,21
2024-06-29,16923,101042,SHOPPING,KG,2.916,150.15,26,26
2024-06-30,16923,101042,SHOPPING,KG,1.134,58.4,13,13
2024-07-01,16923,101042,SHOPPING,KG,2.852,146.89000000000001,27,27
2024-07-02,16923,101042,SHOPPING,KG,2.2760000000000002,117.19,21,21
2024-07-03,16923,101042,SHOPPING,KG,3.255,167.65,34,34
2024-07-04,16923,101042,SHOPPING,KG,3.076,158.4,32,32
2024-07-05,16923,101042,SHOPPING,KG,2.86,146.41,30,30
2024-07-06,16923,101042,SHOPPING,KG,2.21,113.83,26,26
2024-07-07,16923,101042,SHOPPING,KG,1.1179999999999999,57.57,12,12
2024-07-08,16923,101042,SHOPPING,KG,2.303,118.61,22,22
2024-07-09,16923,101042,SHOPPING,KG,2.653,136.63,27,27
2024-07-10,16923,101042,SHOPPING,KG,3.6590000000000003,188.47,34,34
2024-07-11,16923,101042,SHOPPING,KG,2.545,131.08,23,23
2024-07-12,16923,101042,SHOPPING,KG,1.946,100.22,21,21
2024-07-13,16923,101042,SHOPPING,KG,2.621,134.98,27,27
2024-07-14,16923,101042,SHOPPING,KG,1.694,87.26,14,14
2024-07-15,16923,101042,SHOPPING,KG,2.456,126.5,24,24
2024-07-16,16923,101042,SHOPPING,KG,2.006,103.31,23,23
2024-07-17,16923,101042,SHOPPING,KG,2.173,111.94,24,24
2024-07-18,16923,101042,SHOPPING,KG,0.977,50.31,12,12
2024-07-19,16923,101042,SHOPPING,KG,1.332,68.59,13,13
2024-07-20,16923,101042,SHOPPING,KG,1.038,53.48,10,10
2024-07-21,16923,101042,SHOPPING,KG,0.377,19.41,4,4
2024-07-22,16923,101042,SHOPPING,KG,2.049,105.5,21,21
2024-07-23,16923,101042,SHOPPING,KG,1.683,86.65,17,16
2024-07-24,16923,101042,SHOPPING,KG,2.92,150.37,27,27
2024-07-25,16923,101042,SHOPPING,KG,2.848,146.69,26,25
2024-07-26,16923,101042,SHOPPING,KG,1.804,92.9,21,21
2024-07-27,16923,101042,SHOPPING,KG,1.939,99.85,20,20
2024-07-28,16923,101042,SHOPPING,KG,1.105,56.89,12,12
2024-07-29,16923,101042,SHOPPING,KG,2.22,114.32,24,24
2024-07-30,16923,101042,SHOPPING,KG,2.706,139.39000000000001,25,25
2024-07-31,16923,101042,SHOPPING,KG,3.003,154.66,21,21
2024-08-01,16923,101042,SHOPPING,KG,1.898,97.75,23,23
2024-08-02,16923,101042,SHOPPING,KG,3.126,160.99,31,31
2024-08-03,16923,101042,SHOPPING,KG,3.073,158.28,28,28
2024-08-04,16923,101042,SHOPPING,KG,1.528,78.72,18,18
2024-08-05,16923,101042,SHOPPING,KG,2.175,111.74,25,25
2024-08-06,16923,101042,SHOPPING,KG,1.972,101.59,26,26
2024-08-07,16923,101042,SHOPPING,KG,3.626,186.76,34,34
2024-08-08,16923,101042,SHOPPING,KG,4.409,227.08,37,36
2024-08-09,16923,101042,SHOPPING,KG,3.376,173.85,32,32
2024-08-10,16923,101042,SHOPPING,KG,2.885,148.6,25,25
2024-08-11,16923,101042,SHOPPING,KG,1.331,68.56,15,15
2024-08-12,16923,101042,SHOPPING,KG,0.7929999999999999,40.85,9,9
2024-08-13,16923,101042,SHOPPING,KG,1.002,51.6,12,12
2024-08-14,16923,101042,SHOPPING,KG,1.8920000000000001,97.43,19,19
2024-08-15,16923,101042,SHOPPING,KG,2.894,149.06,26,26
2024-08-16,16923,101042,SHOPPING,KG,2.673,137.65,22,22
2024-08-17,16923,101042,SHOPPING,KG,1.908,98.29,26,26
2024-08-18,16923,101042,SHOPPING,KG,0.602,31.0,7,7
2024-08-19,16923,101042,SHOPPING,KG,2.021,104.07000000000001,22,22
2024-08-20,16923,101042,SHOPPING,KG,2.548,131.23,25,25
2024-08-21,16923,101042,SHOPPING,KG,3.053,157.22,29,29
2024-08-22,16923,101042,SHOPPING,KG,1.588,81.78,19,19
2024-08-23,16923,101042,SHOPPING,KG,2.182,112.37,22,22
2024-08-24,16923,101042,SHOPPING,KG,2.256,116.17,19,19
2024-08-25,16923,101042,SHOPPING,KG,2.104,108.36,19,19
2024-08-26,16923,101042,SHOPPING,KG,1.624,83.64,18,18
2024-08-27,16923,101042,SHOPPING,KG,2.15,110.75,22,22
2024-08-28,16923,101042,SHOPPING,KG,0.834,42.68,10,10
2024-08-29,16923,101042,SHOPPING,KG,2.5,128.76,23,23
2024-08-30,16923,101042,SHOPPING,KG,1.772,91.27,17,17
2024-08-31,16923,101042,SHOPPING,KG,2.351,121.08,26,26
2024-09-01,16923,101042,SHOPPING,KG,1.0030000000000001,51.65,8,8
2024-09-02,16923,101042,SHOPPING,KG,2.404,123.81,18,18
2024-09-03,16923,101042,SHOPPING,KG,1.308,67.37,13,13
2024-09-04,16923,101042,SHOPPING,KG,1.415,72.87,17,17
2024-09-05,16923,101042,SHOPPING,KG,1.496,77.05,17,17
2024-09-06,16923,101042,SHOPPING,KG,2.876,148.13,27,27
2024-09-07,16923,101042,SHOPPING,KG,2.635,135.71,25,25
2024-09-08,16923,101042,SHOPPING,KG,2.104,108.37,17,17
2024-09-09,16923,101042,SHOPPING,KG,1.685,86.78,17,17
2024-09-10,16923,101042,SHOPPING,KG,2.211,113.86,23,23
2024-09-11,16923,101042,SHOPPING,KG,1.5,77.25,16,16
2024-09-12,16923,101042,SHOPPING,KG,2.272,117.04,20,20
2024-09-13,16923,101042,SHOPPING,KG,3.2159999999999997,165.63,26,26
2024-09-14,16923,101042,SHOPPING,KG,1.787,92.03999999999999,18,18
2024-09-15,16923,101042,SHOPPING,KG,0.841,43.32,9,9
2024-09-16,16923,101042,SHOPPING,KG,1.985,102.23,20,20
2024-09-17,16923,101042,SHOPPING,KG,1.853,95.43,14,14
2024-09-18,16923,101042,SHOPPING,KG,1.7349999999999999,89.35,17,17
2024-09-19,16923,101042,SHOPPING,KG,3.6,185.41,19,19
2024-09-20,16923,101042,SHOPPING,KG,1.321,68.03,12,12
2024-09-21,16923,101042,SHOPPING,KG,2.172,111.85,23,23
2024-09-22,16923,101042,SHOPPING,KG,0.854,44.0,11,11
2024-09-23,16923,101042,SHOPPING,KG,2.103,108.31,15,15
2024-09-24,16923,101042,SHOPPING,KG,2.308,118.86,22,22
2024-09-25,16923,101042,SHOPPING,KG,2.046,105.37,20,20
2024-09-26,16923,101042,SHOPPING,KG,1.9729999999999999,101.61,17,17
2024-09-27,16923,101042,SHOPPING,KG,1.276,65.72,13,13
2024-09-28,16923,101042,SHOPPING,KG,2.175,112.03,22,22
2024-09-29,16923,101042,SHOPPING,KG,1.501,77.28,14,14
2024-09-30,16923,101042,SHOPPING,KG,1.48,76.24000000000001,18,18
2024-10-01,16923,101042,SHOPPING,KG,2.72,140.08,25,25
2024-10-02,16923,101042,SHOPPING,KG,1.716,88.36,17,17
2024-10-03,16923,101042,SHOPPING,KG,2.6470000000000002,136.33,26,26
2024-10-04,16923,101042,SHOPPING,KG,2.041,105.13,22,22
2024-10-05,16923,101042,SHOPPING,KG,2.777,143.01,26,26
2024-10-06,16923,101042,SHOPPING,KG,1.964,101.13000000000001,13,13
2024-10-07,16923,101042,SHOPPING,KG,2.328,119.91,27,27
2024-10-08,16923,101042,SHOPPING,KG,1.673,86.14,20,20
2024-10-09,16923,101042,SHOPPING,KG,1.76,90.65,20,20
2024-10-10,16923,101042,SHOPPING,KG,1.956,100.75,16,16
2024-10-11,16923,101042,SHOPPING,KG,1.9829999999999999,102.11,22,21
2024-10-12,16923,101042,SHOPPING,KG,2.509,129.24,22,22
2024-10-13,16923,101042,SHOPPING,KG,1.93,99.38,15,15
2024-10-14,16923,101042,SHOPPING,KG,2.4699999999999998,127.21000000000001,25,25
2024-10-15,16923,101042,SHOPPING,KG,1.861,95.84,15,15
2024-10-16,16923,101042,SHOPPING,KG,1.743,89.77,15,15
2024-10-17,16923,101042,SHOPPING,KG,2.5,128.76,20,20
2024-10-18,16923,101042,SHOPPING,KG,2.211,113.88,22,22
2024-10-19,16923,101042,SHOPPING,KG,1.902,97.96,20,20
2024-10-20,16923,101042,SHOPPING,KG,0.916,47.18,10,10
2024-10-22,16923,101042,SHOPPING,KG,1.578,81.29,18,18
2024-10-23,16923,101042,SHOPPING,KG,1.59,81.89,18,18
2024-10-24,16923,101042,SHOPPING,KG,2.253,116.04,21,21
2024-10-25,16923,101042,SHOPPING,KG,2.192,112.89999999999999,18,18
2024-10-26,16923,101042,SHOPPING,KG,1.682,85.86,19,19
2024-10-27,16923,101042,SHOPPING,KG,1.2429999999999999,63.99,13,13
2024-10-28,16923,101042,SHOPPING,KG,2.278,113.69,26,26
2024-10-29,16923,101042,SHOPPING,KG,2.937,133.63,21,21
2024-10-30,16923,101042,SHOPPING,KG,3.558,167.98,29,29
2024-10-31,16923,101042,SHOPPING,KG,3.073,145.37,25,25
2024-11-01,16923,101042,SHOPPING,KG,3.503,164.48,27,27
2024-11-02,16923,101042,SHOPPING,KG,4.757,224.74,35,35
2024-11-03,16923,101042,SHOPPING,KG,0.906,45.07,10,10
2024-11-04,16923,101042,SHOPPING,KG,3.545,182.55,34,34
2024-11-05,16923,101042,SHOPPING,KG,2.442,125.78,24,24
2024-11-06,16923,101042,SHOPPING,KG,2.288,117.84,22,22
2024-11-07,16923,101042,SHOPPING,KG,2.165,111.5,21,21
2024-11-08,16923,101042,SHOPPING,KG,2.2520000000000002,115.98,23,23
2024-11-09,16923,101042,SHOPPING,KG,2.562,131.95,24,24
2024-11-10,16923,101042,SHOPPING,KG,1.149,59.160000000000004,13,13
2024-11-11,16923,101042,SHOPPING,KG,1.825,93.97,23,23
2024-11-12,16923,101042,SHOPPING,KG,3.524,181.51000000000002,33,33
2024-11-13,16923,101042,SHOPPING,KG,0.713,36.71,7,7
2024-11-14,16923,101042,SHOPPING,KG,1.097,56.49,11,11
2024-11-15,16923,101042,SHOPPING,KG,1.816,93.53,18,18
2024-11-16,16923,101042,SHOPPING,KG,1.924,98.7,20,20
2024-11-17,16923,101042,SHOPPING,KG,1.218,62.74,12,12
2024-11-18,16923,101042,SHOPPING,KG,1.961,101.01,24,24
2024-11-19,16923,101042,SHOPPING,KG,1.325,67.41,16,16
2024-11-20,16923,101042,SHOPPING,KG,0.502,25.86,7,7
2024-11-21,16923,101042,SHOPPING,KG,2.21,113.83,24,24
2024-11-22,16923,101042,SHOPPING,KG,1.754,90.35,15,15
2024-11-23,16923,101042,SHOPPING,KG,2.625,135.2,27,27
2024-11-24,16923,101042,SHOPPING,KG,1.288,66.34,12,12
2024-11-25,16923,101042,SHOPPING,KG,1.1219999999999999,57.769999999999996,11,11
2024-11-26,16923,101042,SHOPPING,KG,2.569,132.31,21,21
2024-11-27,16923,101042,SHOPPING,KG,1.558,80.23,14,14
2024-11-28,16923,101042,SHOPPING,KG,1.919,98.82000000000001,18,18
2024-11-29,16923,101042,SHOPPING,KG,1.59,81.88,17,17
2024-11-30,16923,101042,SHOPPING,KG,2.57,132.37,24,24
2024-01-02,16984,101032,RUA,KG,1.06,127.10000000000001,7,7
2024-01-03,16984,101032,RUA,KG,2.184,261.87,8,8
2024-01-04,16984,101032,RUA,KG,1.798,215.59,9,9
2024-01-05,16984,101032,RUA,KG,2.15,257.79,12,12
2024-01-06,16984,101032,RUA,KG,1.017,121.94000000000001,4,4
2024-01-08,16984,101032,RUA,KG,1.4140000000000001,169.53,6,6
2024-01-09,16984,101032,RUA,KG,1.19,142.68,6,6
2024-01-10,16984,101032,RUA,KG,1.13,135.5,7,7
2024-01-11,16984,101032,RUA,KG,1.28,153.48000000000002,5,5
2024-01-12,16984,101032,RUA,KG,2.557,306.61,9,9
2024-01-13,16984,101032,RUA,KG,1.6400000000000001,196.64,8,8
2024-01-15,16984,101032,RUA,KG,2.251,269.9,12,12
2024-01-16,16984,101032,RUA,KG,0.6779999999999999,81.28999999999999,5,5
2024-01-17,16984,101032,RUA,KG,2.854,342.21,11,11
2024-01-18,16984,101032,RUA,KG,1.332,159.72,8,8
2024-01-19,16984,101032,RUA,KG,2.13,255.39999999999998,11,11
2024-01-22,16984,101032,RUA,KG,2.148,257.56,10,10
2024-01-23,16984,101032,RUA,KG,0.562,67.38,3,3
2024-01-24,16984,101032,RUA,KG,1.084,129.97,5,5
2024-01-25,16984,101032,RUA,KG,1.916,229.73000000000002,8,8
2024-01-26,16984,101032,RUA,KG,2.08,249.4,7,7
2024-01-27,16984,101032,RUA,KG,2.55,305.75,9,9
2024-01-29,16984,101032,RUA,KG,3.662,439.08,13,13
2024-01-30,16984,101032,RUA,KG,2.296,275.3,9,9
2024-01-31,16984,101032,RUA,KG,1.244,149.16,6,6
2024-02-01,16984,101032,RUA,KG,2.028,243.15,8,8
2024-02-02,16984,101032,RUA,KG,2.138,256.34,10,10
2024-02-03,16984,101032,RUA,KG,1.65,197.84,6,6
2024-02-05,16984,101032,RUA,KG,2.069,248.07999999999998,12,12
2024-02-06,16984,101032,RUA,KG,1.416,169.78,7,7
2024-02-07,16984,101032,RUA,KG,2.452,293.99,10,10
2024-02-08,16984,101032,RUA,KG,2.907,348.55,7,7
2024-02-09,16984,101032,RUA,KG,2.6020000000000003,312.0,11,11
2024-02-10,16984,101032,RUA,KG,2.466,295.68,10,10
2024-02-15,16984,101032,RUA,KG,2.0060000000000002,240.51,10,10
2024-02-16,16984,101032,RUA,KG,1.536,184.18,8,8
2024-02-17,16984,101032,RUA,KG,1.598,191.59,10,10
2024-02-19,16984,101032,RUA,KG,1.71,205.03,11,11
2024-02-20,16984,101032,RUA,KG,2.982,357.55,13,13
2024-02-21,16984,101032,RUA,KG,4.492,538.6,20,20
2024-02-22,16984,101032,RUA,KG,2.592,310.8,13,13
2024-02-23,16984,101032,RUA,KG,1.6219999999999999,194.49,10,10
2024-02-24,16984,101032,RUA,KG,1.284,153.96,7,7
2024-02-26,16984,101032,RUA,KG,2.204,264.26,10,10
2024-02-27,16984,101032,RUA,KG,0.764,91.61,4,4
2024-02-28,16984,101032,RUA,KG,2.926,350.83,12,12
2024-02-29,16984,101032,RUA,KG,2.546,305.27,12,12
2024-03-01,16984,101032,RUA,KG,2.202,264.04,11,11
2024-03-02,16984,101032,RUA,KG,2.05,245.8,9,9
2024-03-04,16984,101032,RUA,KG,1.7759999999999998,212.95,6,6
2024-03-05,16984,101032,RUA,KG,1.9420000000000002,232.85,8,8
2024-03-06,16984,101032,RUA,KG,2.374,284.63,11,11
2024-03-07,16984,101032,RUA,KG,2.596,311.26,9,9
2024-03-08,16984,101032,RUA,KG,3.192,382.72,12,12
2024-03-09,16984,101032,RUA,KG,1.298,155.62,5,5
2024-03-11,16984,101032,RUA,KG,1.85,221.81,8,8
2024-03-12,16984,101032,RUA,KG,3.916,469.53,15,15
2024-03-13,16984,101032,RUA,KG,2.484,305.29,11,11
2024-03-14,16984,101032,RUA,KG,1.374,168.87,9,9
2024-03-15,16984,101032,RUA,KG,0.958,117.74000000000001,4,4
2024-03-16,16984,101032,RUA,KG,1.9,233.5,8,8
2024-03-18,16984,101032,RUA,KG,2.67,328.14,14,14
2024-03-19,16984,101032,RUA,KG,1.42,174.51,5,5
2024-03-20,16984,101032,RUA,KG,0.966,118.71,7,7
2024-03-21,16984,101032,RUA,KG,0.96,117.98,4,4
2024-03-22,16984,101032,RUA,KG,2.0,245.79,6,6
2024-03-23,16984,101032,RUA,KG,1.44,176.97,8,8
2024-03-25,16984,101032,RUA,KG,3.096,380.49,15,15
2024-03-26,16984,101032,RUA,KG,2.982,366.49,12,12
2024-03-27,16984,101032,RUA,KG,2.676,328.88,14,14
2024-03-28,16984,101032,RUA,KG,3.008,369.69,11,11
2024-03-30,16984,101032,RUA,KG,1.036,127.32,6,6
2024-04-01,16984,101032,RUA,KG,2.308,283.65,11,11
2024-04-02,16984,101032,RUA,KG,2.45,301.1,10,10
2024-04-03,16984,101032,RUA,KG,1.876,230.56,9,9
2024-04-04,16984,101032,RUA,KG,2.084,256.11,12,12
2024-04-05,16984,101032,RUA,KG,1.718,211.14,8,8
2024-04-06,16984,101032,RUA,KG,1.3519999999999999,166.16,7,7
2024-04-08,16984,101032,RUA,KG,2.042,250.96,10,10
2024-04-09,16984,101032,RUA,KG,2.043,251.07999999999998,12,12
2024-04-10,16984,101032,RUA,KG,2.578,316.84,12,12
2024-04-11,16984,101032,RUA,KG,1.74,213.84,8,8
2024-04-12,16984,101032,RUA,KG,2.888,354.93,13,13
2024-04-13,16984,101032,RUA,KG,1.802,221.45,8,8
2024-04-15,16984,101032,RUA,KG,1.56,191.71999999999997,7,7
2024-04-16,16984,101032,RUA,KG,1.398,171.81,7,7
2024-04-17,16984,101032,RUA,KG,1.432,175.99,4,4
2024-04-18,16984,101032,RUA,KG,6.224,764.93,14,14
2024-04-19,16984,101032,RUA,KG,2.37,291.26,8,8
2024-04-20,16984,101032,RUA,KG,0.422,51.86,3,3
2024-04-22,16984,101032,RUA,KG,2.336,287.09,10,10
2024-04-24,16984,101032,RUA,KG,3.07,377.3,12,12
2024-04-25,16984,101032,RUA,KG,1.344,165.17,8,8
2024-04-26,16984,101032,RUA,KG,3.406,418.6,15,15
2024-04-27,16984,101032,RUA,KG,0.792,97.34,3,3
2024-04-29,16984,101032,RUA,KG,1.992,244.82,9,9
2024-04-30,16984,101032,RUA,KG,1.53,188.04,6,6
2024-05-02,16984,101032,RUA,KG,2.927,359.72,16,16
2024-05-03,16984,101032,RUA,KG,3.5260000000000002,433.35,16,16
2024-05-04,16984,101032,RUA,KG,1.66,204.03,7,7
2024-05-06,16984,101032,RUA,KG,0.764,93.9,3,3
2024-05-07,16984,101032,RUA,KG,1.572,193.21999999999997,7,7
2024-05-08,16984,101032,RUA,KG,1.912,234.97,8,8
2024-05-09,16984,101032,RUA,KG,1.463,179.79,9,9
2024-05-10,16984,101032,RUA,KG,3.698,454.51,14,14
2024-05-11,16984,101032,RUA,KG,2.778,341.42,13,13
2024-05-13,16984,101032,RUA,KG,1.775,218.14,8,8
2024-05-14,16984,101032,RUA,KG,2.842,349.28,11,11
2024-05-15,16984,101032,RUA,KG,2.2,270.39,7,7
2024-05-16,16984,101032,RUA,KG,2.728,335.03,12,12
2024-05-17,16984,101032,RUA,KG,1.874,230.32,8,8
2024-05-18,16984,101032,RUA,KG,2.08,255.63,8,8
2024-05-20,16984,101032,RUA,KG,1.693,208.07,8,8
2024-05-21,16984,101032,RUA,KG,0.758,93.16,3,3
2024-05-22,16984,101032,RUA,KG,1.326,162.98,8,8
2024-05-23,16984,101032,RUA,KG,0.24,29.5,2,2
2024-05-24,16984,101032,RUA,KG,0.9139999999999999,112.33,4,4
2024-05-25,16984,101032,RUA,KG,0.862,105.94,6,6
2024-05-27,16984,101032,RUA,KG,1.778,218.51999999999998,8,8
2024-05-28,16984,101032,RUA,KG,1.032,126.83000000000001,5,5
2024-05-29,16984,101032,RUA,KG,2.904,356.91,11,11
2024-05-31,16984,101032,RUA,KG,2.2560000000000002,277.26,12,12
2024-06-01,16984,101032,RUA,KG,1.797,220.84,8,8
2024-06-03,16984,101032,RUA,KG,1.8719999999999999,230.06,5,5
2024-06-04,16984,101032,RUA,KG,1.384,170.08999999999997,5,5
2024-06-05,16984,101032,RUA,KG,3.108,381.96999999999997,14,14
2024-06-06,16984,101032,RUA,KG,1.1400000000000001,140.11,5,5
2024-06-07,16984,101032,RUA,KG,2.078,255.38,9,9
2024-06-08,16984,101032,RUA,KG,2.179,267.8,8,8
2024-06-10,16984,101032,RUA,KG,1.374,168.88,6,6
2024-06-11,16984,101032,RUA,KG,3.632,446.37,20,20
2024-06-12,16984,101032,RUA,KG,3.622,445.13,15,15
2024-06-13,16984,101032,RUA,KG,0.826,101.53,7,7
2024-06-14,16984,101032,RUA,KG,1.016,124.86,5,5
2024-06-15,16984,101032,RUA,KG,0.508,62.44,4,4
2024-06-17,16984,101032,RUA,KG,2.794,343.39,11,11
2024-06-18,16984,101032,RUA,KG,1.093,134.34,6,6
2024-06-19,16984,101032,RUA,KG,1.91,234.75,8,8
